id,name,city,created_at
6b782b02-19eb-4b24-b35d-c088da232cab,Alej Jána Pavla II.,Levoča,2026-02-22 12:33:36.827108+00
6fa3b2f5-716e-4451-91bb-8a8fe63908cb,Dlhá,Levoča,2026-02-22 12:33:36.827108+00
70274762-39ca-4088-bf58-e77a8fabd265,Chrasť nad Hornádom,Chrasť nad Hornádom,2026-05-11 14:50:38.38799+00
71827931-9d68-497f-8028-e98d68953785,Žiacka,Levoča,2026-02-22 12:33:36.827108+00
74ac941b-5018-46f6-9a1f-a636d5a3695c,Vodárenská,Levoča,2026-02-22 12:33:36.827108+00
751f029e-fd13-462e-b6d9-10816899f990,Ruskinovská,Levoča,2026-02-22 12:33:36.827108+00
793af5eb-5e08-49e9-9e67-0e765d2864b9,Odorica,Levoča,2026-02-22 12:33:36.827108+00
79454841-3790-4c12-bfad-00414f31e3e7,Nemešany,Nemešany,2026-05-11 14:50:38.38799+00
7e1ea988-f728-4fc3-872d-ce220cd7b67c,Baštová,Levoča,2026-02-22 12:33:36.827108+00
8093e5df-6971-4242-aca8-9fdc4f86721a,Predmestie,Levoča,2026-02-22 12:33:36.827108+00
80b40d75-1a10-4b0a-bbe7-81127008ed1f,Viktora Greschika,Levoča,2026-02-22 12:33:36.827108+00
8271f38d-fedd-46c3-b490-5132cf8e0e88,Sirotínska,Levoča,2026-02-22 12:33:36.827108+00
82b429c2-3e3b-4c64-bbbb-ce94fe8fa97c,Sídlisko Pri Prameni,Levoča,2026-02-22 12:33:36.827108+00
84142b88-343e-4c1f-875f-51c039066491,Nový Dvor,Levoča,2026-02-22 12:33:36.827108+00
8525594c-5e93-4ec0-a4e0-3a7826b5cb3a,Lomnická,Levoča,2026-02-22 12:33:36.827108+00
867d0a99-8ffb-446e-a036-41104300d6ad,Poľná,Levoča,2026-02-22 12:33:36.827108+00
87c1a164-5390-4210-a80e-d0161ba380c2,Vinica 3,Levoča,2026-02-22 12:33:36.827108+00
8e959fda-6058-4437-ada6-1d02a1344415,Pri podkove,Levoča,2026-02-22 12:33:36.827108+00
95b01f5e-6c0b-4bed-b4f0-b0cc98c54a07,Gustáva Hermanna,Levoča,2026-02-22 12:33:36.827108+00
979d89f4-7e12-4521-95df-b8a8d53ec476,Jamník,Jamník,2026-05-11 14:50:38.38799+00
9c641564-06c8-4826-908d-d3ac98a72f71,Krátka,Levoča,2026-02-22 12:33:36.827108+00
9e8587b3-a391-4953-9e05-cb7f729ee786,Ruskynovský chodník,Levoča,2026-02-22 12:33:36.827108+00
9f4b6b79-3918-4a7f-8cc1-ea733c8a4867,Námestie Majstra Pavla,Levoča,2026-02-21 13:47:34.177628+00
a2a8992e-3706-425c-b8e4-efe6d91893db,Kláštorská,Levoča,2026-02-22 12:33:36.827108+00
a3095270-f9f4-4b93-8bbb-76629cb6a53a,Vinica,Levoča,2026-02-22 12:33:36.827108+00
a4a67d98-37a5-4865-9c97-84b859c628cc,Sídlisko Západ,Levoča,2026-02-21 13:47:34.177628+00
a4f0ea6c-b89d-41ff-a17e-4fbe56a5d935,Vetrová,Levoča,2026-02-22 12:33:36.827108+00
a74ee1d3-ae55-45e2-a287-71c51e6e82d2,Spišský Hrhov,Spišský Hrhov,2026-05-11 14:50:38.38799+00
b9dd6d32-5653-497f-a398-6c4e6a440ebd,Pri strelnici,Levoča,2026-02-22 12:33:36.827108+00
c1d396df-6706-4245-921c-194608bdfe58,Tatranská,Levoča,2026-02-22 12:33:36.827108+00
cb181eb9-a855-4d55-9ff5-94ad841f3ddd,Domaňovce,Domaňovce,2026-05-11 14:50:38.38799+00
cbb80dc7-3ddd-44f0-918a-814d01b42d6a,Za Bergerovcom,Levoča,2026-02-22 12:33:36.827108+00
ce06bdcb-19d7-49e0-9769-29d068a8c794,Levočská,Levoča,2026-02-22 12:33:36.827108+00
d4845405-22a5-49af-ad00-28388286fd84,Durst,Levoča,2026-02-22 12:33:36.827108+00
d686d8da-fd62-42b2-a6a2-8104f8bb4a16,Stará hrhovská,Levoča,2026-02-22 12:33:36.827108+00
dca09eb8-ab02-4b75-856a-1489c11a0ab5,Markušovce,Markušovce,2026-05-11 14:50:38.38799+00
dd4c8ac6-14a4-4817-94e6-32669b50e535,Lesná,Levoča,2026-02-22 12:33:36.827108+00
dd6c8426-4b7e-492d-be5a-943c6cf0326f,Gašpara Haina,Levoča,2026-02-22 12:33:36.827108+00
df45f983-dbcc-4037-b19a-5e5081d7c8c2,Vysoká,Levoča,2026-02-21 13:47:34.177628+00
e1fecb0d-6f99-4d90-b84c-ac2a8695dc31,Mariánska hora,Levoča,2026-02-22 12:33:36.827108+00
e6178b7b-c2bb-46a6-8c45-b28b32eaad76,Za sédriou,Levoča,2026-02-22 12:33:36.827108+00
e7fc789e-5f4a-4362-bef4-8d96aee84905,Krivánska,Levoča,2026-02-22 12:33:36.827108+00
ebfe337d-9a1c-4584-931b-033b1b230d87,Rozvoj,Levoča,2026-02-22 12:33:36.827108+00
f1cdc7dc-ce2e-44a5-98da-7a677e446457,Štúrova,Levoča,2026-02-22 12:33:36.827108+00
f7fab912-8f3d-4c5b-ba97-1e9c409a64ba,Pri likérke,Levoča,2026-02-22 12:33:36.827108+00
fb70efb0-d2ea-4978-ae39-4c1091a98666,Gerlachovská,Levoča,2026-02-22 12:33:36.827108+00
fcc8162d-ce0e-400b-a43c-f76fa66f94c8,Hradby,Levoča,2026-02-22 12:33:36.827108+00
fe584dfa-b295-48d6-9e82-7c0662fb863d,Staničná,Levoča,2026-02-22 12:33:36.827108+00
